text,label,text_clean
mobil toyota rush mengalami kecelakaan di ruas tol jomo jombang - mojokerto .,neutral,mobil toyota rush mengalami kecelakaan ruas tol jomo jombang mojoke o
romantis . makanan nya enak dan menyenangkan . apalagi di caravan nya . kamar nya bersih dan menyenangkan pemandangan nya,positive,romantis makanan enak menyenangkan caravan kamar bersih menyenangkan pemandangan
"bukan baterai asli . ngecas nya aman sampai 85 %, tidak sesuai dengan keterangan nya",negative,bukan baterai asli ngecas aman tidak sesuai keterangan
"dengan beberapa cabang di kota besar dan review yang baik dari beberapa pengunjung sebelumnya serta dekorasi yang menarik , saya mencoba untuk makan di sini . saya memesan rekomendasi menu di sini . medallion mozarella beef . steak nya sudah tidak terlalu panas pada saat disajikan . tidak seperti baru selesai digrilled . cold meat . plain pasta dan salah nya tidak terlalu pas sebagai side dish .",negative,beberapa cabang kota besar review baik beberapa pengunjung sebelumnya se a dekorasi menarik mencoba makan sini memesan rekomendasi menu sini medallion mozarella beef steak tidak terlalu panas disajikan tidak sepe i baru selesai digrilled cold meat plain pasta salah tidak terlalu pas side dish
berada di tengah kompleks mekar wangi singgasana . roti nya banyak variasi nya . menjual aneka roti tawar dan manis dan juga cemilan dan minuman,positive,berada tengah kompleks mekar wangi singgasana roti banyak variasi menjual aneka roti tawar manis camilan minuman
wow benar-benar terkejut sama layanan satuan pengamanan nya bkpn bromo malang . benar diskriminasi banget . kalau kita hanya mau informasi tentang produk mereka . kita di sepelekan . cenderung mengusir . kecewa sekali !,negative,wah benar benar terkejut sama layanan satuan pengamanan bkpn bromo malang benar diskriminasi banget kalau hanya mau informasi produk sepelekan cenderung mengusir kecewa sekali
"aurat diumbar-umbar , tidak tahu malu !",negative,aurat diumbar umbar tidak tahu malu
"saya suka menu steak salmon di sini . harga nya tidak murah , namun rasanya lezat dan tempat nyaman , selain itu pelayanan nya juga baik .",positive,suka menu steak salmon sini harga tidak murah rasanya lezat tempat nyaman selain pelayanan baik
"ws cocok buat para pelajar atau mahasiswa karena harga nya sangat ringan di kantong cukup murah dan rasanya juga lumayan enak , tapi sayang mungkin karena di malam minggu ramai pengunjung jadi pelayanyaya cukup lama menunggu pesanan hampir satu jam .",positive,cocok buat pelajar mahasiswa harga sangat ringan kantong cukup murah rasanya lumayan enak tapi sayang mungkin malam minggu ramai pengunjung jadi pelayanyaya cukup lama menunggu pesanan hampir satu jam
"jalan terjal menuju ke sana , bilamana mengendarai kendaraan sendiri agak sedikit kawatir dengan jalan yang sangat terjal dan sempit menuju ke restoran itu , saya sangat tidak menyarankan untuk pergi dimalam hari karena kondisi jalan yang tidak bisa kita prediksi kalau hujan tiba , mungkin licin . saya beserta rombongan ke . l 35 orang naik bus .",positive,jalan terjal menuju sana bilamana mengendarai kendaraan sendiri agak sedikit kawatir jalan sangat terjal sempit menuju restoran sangat tidak menyarankan pergi dimalam hari kondisi jalan tidak bisa prediksi kalau hujan tiba mungkin licin bese a rombongan l orang naik bus
"kafe zenbu di paris van java , adalah makanan jepang , saya dan keluarga saya pernah beberapa kali mencoba nya , saya tak lain pasti pesan beef teriyaki , dan minumam strobrry juice .",positive,kafe zenbu paris van java makanan jepang keluarga pernah beberapa kali mencoba tak pasti pesan beef teriyaki minumam strobrry juice
kampung daun adalah tempat makan yang sejuk dan romantis . makanan nya juga lumayan . tetapi ini tidak didukung oleh pelayan yang baik . kami datang berlima belas . di front office saya minta tempat duduk dengan pemandangan terbaik . kami diberi saung taman .,positive,kampung daun tempat makan sejuk romantis makanan lumayan tidak didukung pelayan baik datang berlima belas front office meminta tempat duduk pemandangan terbaik diberi saung taman
"kalau soal rasa , jangan ditanya lagi . siomay atau pun siomay goreng nya adalah favorit saya . tempat penjualan nya diutamakan untuk yang membawa pulang tak awal . kalau untuk oleh-oleh bolehlah batagor kingsley menjadi pilihan . satu buah siomay nya tidak bisa dikatakan murah , tapi makan satu saja sudah cukup kenyang . kalau lagi lapar , dua saja cukup .",positive,kalau soal rasa jangan ditanya siomay siomay goreng favorit tempat penjualan diutamakan membawa pulang tak awal kalau bolehlah batagor kingsley menjadi pilihan satu buah siomay tidak bisa dikatakan murah tapi makan satu cukup kenyang kalau lapar cukup
"dirumah saya sinyal telkomsel dah 4 tidak , tapi tidak bisa jalan",negative,di rumah sinyal telkomsel tidak tapi tidak bisa jalan
memuaskan,positive,memuaskan
"tempat makan seafood ala lousiana yang lagi happening , walaupun harga nya agak mahal , tapi rasanya enak , rasa saus nya lezat dan seafood nya tidak mengecewakan",positive,tempat makan seafood ala lousiana terjadi walaupun harga agak mahal tapi rasanya enak rasa saus lezat seafood tidak mengecewakan
terima kasih om jok sudah gratiskan tol suramadu kami warga madura merasa terbantu . tapi pilihan kami tetap pak prabowo . salam dua jari om joko,positive,terima kasih om jok gratiskan tol suramadu warga madura merasa terbantu tapi pilihan tetap pak prabowo salam jari om joko
"tempat nya nyaman dan nyaman , ada mainan gratis untuk menunggu makanan datang . makanan nya juga enak , paling direkomendasikan olahan mie instan nya yang berbagai rasa",positive,tempat nyaman nyaman mainan gratis menunggu makanan datang makanan enak paling direkomendasikan olahan mie instan berbagai rasa
kakak untuk apa colek colek aku ! aku bukan wanita murahan,negative,kakak apa colek colek aku aku bukan wanita murahan
"salah satu alternatif resto yang boleh dicoba di bandung . resto - nya cukup bagus . pilihan makanan tidak terlalu banyak , rasa makanan biasa saja , dan untuk harga sedikit agak mahal .",positive,salah satu alternatif resto boleh dicoba bandung resto cukup bagus pilihan makanan tidak terlalu banyak rasa makanan biasa harga sedikit agak mahal
"surabi yang saya pesan , keju susu , telur sosis dan keju oreo , semuanya enak . panas , gurih , terasa topping nya , dan saya tetap tidak terlalu lama menunggu meski kedai sedang ramai . pelayanan cukup responsif , dan pembayaran tidak membingungkan . hanya saja tempat nya sedikit sempit . saya merekomendasikan tempat ini karena harga per performance nya menurut saya sangat oke .",positive,surabi pesan keju susu telur sosis keju oreo semuanya enak panas gurih terasa topping tetap tidak terlalu lama menunggu meski kedai sedang ramai pelayanan cukup responsif pembayaran tidak membingungkan hanya tempat sedikit sempit merekomendasikan tempat harga per performance sangat oke
"koki ramen ajimaru didatangkan langsung dari jepang sehingga rasa khas jepang nya sangat terasa . selain ramen , ada side dish juga seperti gyoza . menu yang enak yaitu tonkotsu special . gyoza nya juga enak .",positive,koki ramen ajimaru didatangkan langsung jepang rasa khas jepang sangat terasa selain ramen side dish sepe i gyoza menu enak tonkotsu spesial gyoza enak
"talad thai adalah sebuah restoran baru di kota bandung yang menawarkan menu thai makanan . berlokasi di sebuah rumah dengan halaman depan yang luas , di mana ada indoor dan di luar dining area . area parkir cukup luas . dekor ruangan nya seru dengan warna-warna ceria dengan beberapa dekorasi yang unik yang cukup instagrammable . ditambah dengan free wifi sehingga bisa langsung upload foto ke media sosial .",positive,talad thailand sebuah restoran baru kota bandung menawarkan menu thailand makanan berlokasi sebuah rumah halaman depan luas mana indoor luar dining area area parkir cukup luas dekor ruangan seru warna warna ceria beberapa dekorasi unik cukup instagrammable ditambah free wifi bisa langsung unggah foto media sosial
zaddit mahasiswa goblok .,negative,zaddit mahasiswa goblok
tidak sukses,negative,tidak sukses
"tempat nya memang kecil , tapi yang penting masakan nya dulu dong . di sini lengkap dengan menu masakan kita / indonesia , seafood juga ada dan chinesefood juga ada . tinggal selera kita yang mana kita suka / pesan . apalagi ditunjang dengan harga yang relatif murah deh .",positive,tempat memang kecil tapi penting masakan dulu dong sini lengkap menu masakan indonesia seafood chinesefood tinggal selera mana suka pesan ditunjang harga relatif murah deh
"makan di sini enak banget . paket nya murah bisa buat banyakan orang . rasanya enak sekali . sambal enak , selalu disediakan kerupuk aci 1 toples . dan yang harus dicoba itu , juice raja sunda . enak banget , segar , campuran buah dan sayuran .",positive,makan sini enak banget paket murah bisa buat banyakan orang rasanya enak sekali sambal enak selalu disediakan kerupuk aci toples harus dicoba juice raja sunda enak banget segar campuran buah sayuran
"pelaksanaan world clean up hari 2018 , digelar serentak di bali",neutral,pelaksanaan world clean up hari digelar serentak bali
ganjal perut saat ingin makan cepat . lokasi makanan cepat saji kfc di sini sangat strategis . harga samalah dengan outlet lai nya . cocok buat yang mau makan cepat dan bawa anak-anak .,positive,ganjal perut ingin makan cepat lokasi makanan cepat saji kentaki fried chicken sini sangat strategis harga samalah outlet lai cocok buat mau makan cepat bawa anak anak
"minta bertindak . hahahahahahahahahahah . masak iya minta bertindak sama pelaku atau otak pelaku nya , sama saja partai demokrat menyuruh orang lumpuh untuk berlari kencang .",negative,meminta be indak hahahahahahahahahahah masak iya meminta be indak sama pelaku otak pelaku sama pak ai demokrat menyuruh orang lumpuh berlari kencang
"lokasi tidak jauh dari pusat kota , membawa konsep warung makan dengan bangku panjang dan makanan disajikan di depan kita sehingga mudah untuk memilih makanan yang diiinginkan . ada lantai atas dengan konsep bangku panjang beserta meja dan lesehan . makan cukup enak dan bisa dihangatkan kembali untuk mengembalikan cita rasa . ciri khas rasa yang paling saya ingat adalah sambel karedok leunca nya .",positive,lokasi tidak jauh pusat kota membawa konsep warung makan bangku panjang makanan disajikan depan mudah memilih makanan diiinginkan lantai atas konsep bangku panjang bese a meja lesehan makan cukup enak bisa dihangatkan mengembalikan cita rasa ciri khas rasa paling ingat sambal karedok leunca
"nyaman , bersih , makanan yang enak , dan sejuk ! saung-saung yang nyaman lengkap dengan bantal dan guling , suara air mengalir juga alunan musik sunda . selain tempat dan makanan yang enak , yang berkesan dari tempat ini adalah petugas toilet yang sangat ramah . :",positive,nyaman bersih makanan enak sejuk saung saung nyaman lengkap bantal guling suara air mengalir alunan musik sunda selain tempat makanan enak berkesan tempat petugas toilet sangat ramah
creamy cheese pizza nya enak . tiramissunyaa juara dicoba ! harga nya lumayan terjangkau karena dekat kampus mungkin .,positive,creamy cheese pizza enak tiramissunyaa juara dicoba harga lumayan terjangkau dekat kampus mungkin
buffet makan malam sabtu malam paling top . harga sesuai yang didapat . rasanya enak pilihan nya banyak . jika bisa harga di diskon lagi jika rombongan . sukses selalu ya .,positive,buffet makan malam sabtu malam paling top harga sesuai didapat rasanya enak pilihan banyak bisa harga diskon rombongan sukses selalu
"nasi nya jamblang nya kurang kena sih . alias biasa saja . pilihan menu cukup banyak . ada menu-menu khas cirebon juga sih empal gentong , nasi lengko , tahu gejrot , dsb.",positive,nasi jamblang kurang kena alias biasa pilihan menu cukup banyak menu menu khas cirebon empal gentong nasi lengko tahu gejrot dan sebagainya
"bagi anda penyuka makanan khas sunda , tentu rm ampera sudah menjadi daftar wajib yang akan anda ku njungi dan mungkin tidak cukup sekali . rm ampera bandung menawarkan lebih banyak hal dibanding rm ampera di tempat lain , mungkin karena bandung adalah asal muasal rm sehingga dalam beberapa lebih komplit . wajar . yang kita suka jika mengunjungi ampera tentu karena panganan yang sudah matang .",positive,penyuka makanan khas sunda tentu rm ampera menjadi daftar wajib ku njungi mungkin tidak cukup sekali rm ampera bandung menawarkan lebih banyak dibanding rm ampera tempat mungkin bandung asal muasal rm beberapa lebih komplit wajar suka mengunjungi ampera tentu panganan matang
"dari panjang segitu , berapa panjang jalan yang dibangun pada masa anda tolong jangan menagihkan pemimpin terdahulu . benar nya hal begini tidak perlu diekspos karena sudah kewajiban anda sebagai presiden yang digaji oleh rakyat .",negative,panjang sebegitu berapa panjang jalan dibangun masa tolong jangan menagihkan pemimpin terdahulu benar begini tidak perlu diekspos kewajiban presiden digaji rakyat
"peduli generasi muda dari bahaya narkoba , fpi malah dikriminalisasi aksi nahi munkar front pembela islam",neutral,peduli generasi muda bahaya narkoba front pembela islam malah dikriminalisasi aksi nahi munkar front pembela islam
aku biasa gocar kalau jarak 3 kilometer hanya 11 ribu : murah kan,positive,aku biasa gocar kalau jarak kilometer hanya ribu murah kan
"jalan jalan ke dusun bambu sangat menarik , ada danau yang cantik , udara sejuk . ada tempat seperti sarang burung , dan makanan nya enak",positive,jalan jalan dusun bambu sangat menarik danau cantik udara sejuk tempat sepe i sarang burung makanan enak
wkwkwk puas banget sudirman said sama ida kalah di hitung cepat lem bagai survei,negative,wkwk puas banget sudirman said sama ida kalah hitung cepat lem bagai survei
